reportingEntity,facilityName,type,state,electricityProductionGJ,electricityProductionMwh,scope1tCO2e,scope2tCO2e,totalEmissionstCO2e,emissionIntensitytMwh,gridConnected,grid,primaryFuel,importantNotes
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,3589748.0,997152.0,371,2655.0,3026,0.0,On,NEM,Wind,N/A
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,317552.0,88209.0,0,6185.0,6185,0.0,On,NEM,Hydro,N/A
AGL ENERGY LIMITED,Moranbah Power Station,F,QLD,82912.0,23031.0,12327,1142.0,13469,0.54,On,NEM,Coal Seam Methane,N/A
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,33769.0,9380.0,9,59.0,68,0.0,On,NEM,Solar,N/A
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,526539.0,146261.0,68,637.0,705,0.0,On,NEM,Wind,N/A
AGL ENERGY LIMITED,Rockingham Landfill Generation,F,WA,77364.0,21490.0,1320,6.0,1326,0.06,On,SWIS,Landfill Gas,N/A
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,167206.0,46446.0,0,47.0,47,0.0,On,NEM,Hydro,N/A
AGL ENERGY LIMITED,Shoalhaven Landfill Generation,F,NSW,19739.0,5483.0,356,8.0,364,0.06,On,NEM,Landfill Gas,N/A
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,37669.0,10464.0,8378,2036.0,10414,0.8,On,NEM,Gas,N/A
AGL ENERGY LIMITED,Suncoast Biomass Generation Plant,F,QLD,3091.0,859.0,38,69.0,107,0.04,On,NEM,Macadamia Nut Shells,N/A
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,6057169.0,1682547.0,983263,15130.0,998393,0.58,On,NEM,Gas/Diesel,N/A
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,937578.0,260438.0,49,229.0,278,0.0,On,NEM,Wind,N/A
AGL ENERGY LIMITED,Werribee Biogas Generator,F,VIC,196824.0,54673.0,2902,1498.0,4400,0.05,On,NEM,Biogas,N/A
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,422961.0,117489.0,0,1709.0,1709,0.0,On,NEM,Hydro,N/A
AGL ENERGY LIMITED,Wilpena Pound Solar Generation,F,SA,3172.0,881.0,624,0.0,624,0.71,Off,Off-grid,Solar,N/A
AGL ENERGY LIMITED,Woy Woy Landfill Generation,F,NSW,31209.0,8669.0,469,2.0,471,0.05,On,NEM,Landfill Gas,N/A
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,180662.0,50184.0,0,46.0,46,0.0,On,NEM,Hydro,N/A
AGL ENERGY LIMITED,Corporate Total,C,N/A,153528941.0,42646928.0,38308564,358510.0,38667074,,N/A,N/A,N/A,N/A
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,5900732.0,1639092.0,1301720,246.0,1301966,0.79,On,SWIS,Gas,N/A
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Wagerup Generation Facility,F,WA,637048.0,176958.0,111432,6229.0,117661,0.63,On,SWIS,Gas/Diesel,N/A
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Anglesea Power Station,F,VIC,4536940.0,1260261.0,1374358,411.0,1374769,1.09,On,NEM,Brown Coal,N/A
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,N/A,11074720.0,3076311.0,2787510,6886.0,2794396,,N/A,N/A,N/A,N/A
ALINTA ENERGY FINANCE PTY LTD,Augusta Power Stations,F,SA,9524596.0,2645721.0,2734413,7994.0,2742407,1.03,On,NEM,Brown Coal,N/A
ALINTA ENERGY FINANCE PTY LTD,Bairnsdale Power Station,F,VIC,539356.0,149821.0,81092,1008.0,82100,0.54,On,NEM,Gas,N/A
ALINTA ENERGY FINANCE PTY LTD,Braemar Power Station,F,QLD,7907969.0,2196658.0,1243347,829.0,1244176,0.57,On,NEM,Coal Seam Methane,N/A
ALINTA ENERGY FINANCE PTY LTD,Newman Power Station,F,WA,832806.0,231335.0,138146,0.0,138146,0.6,Off,Off-grid,Gas,N/A
